word,isEnlgish
wjfadmsdl,0
gnqh,0
rjfl,0
rhkwp,0
rmsrj,0
rlfhrgkek,0
ekrkdhek,0
qnfek,0
tlrkr,0
dlRmfek,0
whdgkq,0
gksrmf,0
rkdmf,0
roqkfgkek,0
sodlf,0
Ejfek,0
aodlf,0
thsrkfkr,0
tneks,0
wk,0
wkdbfhqek,0
wjrrmrwjr,0
vksao,0
gudtjd,0
rldnfdlek,0
rlfdl,0
wkdaus,0
wjack,0
xhs,0
rhksfusehlek,0
rmq,0
skajwl,0
skfTl,0
ejqnfek,0
ehdanf,0
dmltk,0
roqkd,0
rjsrkdgkek,0
alfo,0
dkvtj,0
dufjqns,0
dhosigkaus,0
dlsrn,0
rleogkek,0
sp,0
ehckrgkek,0
qud,0
thvmxmdnpdj,0
gmfflek,0
qksdmd,0
wndlsrhd,0
ekddusgkek,0
EkEmtgkek,0
Ekfh,0
qlvks,0
qlfflek,0
tpeo,0
cnrrn,0
gudsla,0
shgdlek,0
ekdwkd,0
anfuq,0
qkfrek,0
tkanf,0
dlfqkswjr,0
wkdth,0
rhqek,0
qkekr,0
toRl,0
todrkrehlek,0
tjqltm,0
tjsxorgkek,0
tlaek,0
wjrek,0
zh,0
rkseksgkek,0
rhemdgkrry,0
rhdro,0
rytlf,0
tmtmfh,0
ruselek,0
rltk,0
akrglek,0
aocp,0
quf,0
qhrwkqgkek,0
Qnflek,0
duddur,0
cpgja,0
rnthr,0
Eofh,0
djWjaus,0
rmrqhrgkek,0
qnfqjq,0
qlalf,0
tor,0
Tmdlek,0
dlfwjdgkek,0
ekwlek,0
qkfrguwlek,0
dkRk,0
dkfakwek,0
dlsua,0
gmlek,0
rkflzlek,0
ahtlek,0
qkfekf,0
tnaksgek,0
wkfaht,0
clfmek,0
vudghk,0
rhdtk,0
ehf,0
Ehrrkxek,0
qkrtk,0
tjd,0
wjsansrk,0
ekswl,0
akfTmagkek,0
andyd,0
qnfflek,0
Tkdna,0
wkRn,0
ckflek,0
godhl,0
rmfl,0
Emek,0
ansghkwo,0
alth,0
qhxhd,0
tlrekd,0
dmlalgkek,0
dlfo,0
cpdbr,0
rntjdehlek,0
ehrxmrgkek,0
Eka,0
tkfP,0
throgkek,0
wkfehlek,0
cnwlsgkek,0
clfdnjf,0
xmf,0
vudrbs,0
gnsfus,0
gmfma,0
tlqdldnjf,0
Tkgdlek,0
dldlr,0
wnlek,0
zjq,0
rpekrk,0
Rmfgdlek,0
shsans,0
ajacnek,0
tkdydehlek,0
dhfotehddks,0
dnlrl,0
wjdekd,0
whddl,0
ckwdkrkek,0
vhrfur,0
ghrtl,0
smfek,0
did,0
wjfck,0
wlsWk,0
rPtlek,0
rhdrl,0
ekgek,0
anffhs,0
thrgkek,0
dhfflavlr,0
dldhl,0
woal,0
wprhdgkek,0
wmdrkgkek,0
rleo,0
Ejr,0
tlranf,0
dPt,0
dhlclek,0
wjrdjeh,0
vusgkek,0
vud,0
rnjsfl,0
Rmxsoek,0
eoekq,0
tlwkr,0
djfudna,0
dlfwndlf,0
wkdnjs,0
cna,0
sjarlek,0
emflek,0
anfcp,0
qnsaudgl,0
tldnl,0
dkanrjt,0
dhs,0
wjwek,0
wpdhlgkek,0
chleo,0
vudth,0
rusgo,0
RoRmtgkek,0
shdtk,0
ejrnsk,0
dkswjd,0
djena,0
djenqek,0
djWoTems,0
wnxor,0
rhwkd,0
rhksfusgkek,0
snsrlf,0
anfdjqhek,0
aldksgkek,0
alfek,0
tmxmfptm,0
dma,0
dlstk,0
wndjwlek,0
rhfugkek,0
rhkdlf,0
sjffl,0
shdchs,0
dhffkdhek,0
codrlek,0
rhfmek,0
qkfmek,0
qjfdjwlek,0
thwo,0
wjsakd,0
vhrlgkek,0
gudtjdehlek,0
rhclek,0
rmflawk,0
sns,0
ekgkek,0
akclaso,0
qlrygkek,0
tldnjf,0
zjwlek,0
gksWhr,0
rjatk,0
ruffhs,0
emfdlek,0
akxrlek,0
qkranfrhks,0
thans,0
tleek,0
Tkgek,0
djtj,0
wksu,0
wpahr,0
wlt,0
vksruf,0
vkfdnjf,0
gkdigek,0
gmlakd,0
rkqkd,0
rnseo,0
rmakszma,0
andj,0
qlfhth,0
tkdeoqkd,0
tjrn,0
thdb,0
tlrhf,0
tlftn,0
wkfahtehlek,0
clfy,0
vhr,0
gh,0
soalfek,0
akwek,0
qnans,0
tlflwm,0
dlatls,0
wkqglek,0
go,0
rbwjd,0
rmfoa,0
qkx,0
qnstjrgkek,0
tlrrn,0
dkdP,0
djWl,0
dnfflek,0
wkrdydgkek,0
ghkrtlfgkek,0
rotjs,0
rmfmt,0
rmfwk,0
qkfkawlrgkek,0
dusrngkek,0
ckrgkek,0
ro,0
fkeldh,0
akfus,0
qnehdtks,0
tlsghk,0
did,0
wja,0
wlrdjq,0
rjenek,0
qkdgkr,0
qjadnl,0
whtkd,0
cjfgkr,0
rjaek,0
rux,0
rmsqhswjr,0
sjgml,0
eogud,0
Ekek,0
answpwja,0
qhsrurwjr,0
qnfrksmdgkek,0
dlswp,0
cndrur,0
vjwlek,0
rmaqkd,0
skaWhr,0
snfmek,0
altnf,0
qortjd,0
tkdekdgl,0
torRkf,0
dyfl,0
dbaudgkek,0
wksp,0
rl,0
Rho,0
tjfh,0
dhlrnrdls,0
gkscka,0
rnstk,0
Rmsgek,0
sjadjrkek,0
ekarlek,0
akekd,0
qndls,0
tjenfmek,0
wlwjr,0
Wkr,0
ckadmfh,0
cndqnsgkek,0
rlQmek,0
Enlek,0
tnrwp,0
dkvenek,0
dPtks,0
dhsrkw,0
dnfu,0
dntks,0
rlQma,0
rlvdl,0
Rnalek,0
smfflek,0
anfmv,0
qkfrusehlek,0
qhghgkek,0
tltmxpa,0
dldyd,0
wlsksekf,0
wlfmek,0
ckadu,0
rjfdma,0
rudn,0
akfmek,0
qlrywjr,0
doTmek,0
dhfqkfmek,0
cortkd,0
cnqek,0
gmsgkek,0
shvdkwlek,0
smfrek,0
eksdnl,0
enfWo,0
Enldjskek,0
anrjqek,0
qkfka,0
tkdtkd,0
themr,0
tneh,0
dur,0
dlstlrgkek,0
wk,0
claeo,0
rnjs,0
Emek,0
aowek,0
tndy,0
tmxk,0
tlrP,0
dlqtnf,0
dlv,0
wndrks,0
wlehwk,0
cjscjsgl,0
rntjdgkek,0
eocpfh,0
Eoflek,0
ahqtl,0
ansemr,0
tmvhcm,0
dnldnjswkd,0
wjrl,0
xmrqufgkek,0
gyrhkwjr,0
rkRkdl,0
sktek,0
sjadjtjek,0
qhRek,0
todtksgkek,0
djswpsrk,0
dPtnfrk,0
dmleh,0
wjwlfmek,0
wnfdjemfek,0
rkaksgl,0
rjs,0
ryghl,0
eoro,0
dhlqn,0
gksen,0
gksEo,0
ghk,0
gmfr,0
rksksgkek,0
rhror,0
rhkgkrwk,0
rhksrhkd,0
tkfdkdhek,0
tkdeowjr,0
tntnf,0
tlrvna,0
dusrl,0
dlfdnjf,0
wh,0
cjtWo,0
ghldnjs,0
ehtjrhks,0
emffudhek,0
whrmaTlr,0
whalfy,0
vnfflek,0
rkdfurgkek,0
emfduekqhek,0
aksmf,0
tjsanf,0
tmqrhks,0
dkwnajsl,0
dnlgja,0
wlgk,0
ghkfdydgkek,0
rkRnek,0
rhals,0
Ejdhfflek,0
aos,0
qjqfbf,0
tkdcj,0
whqek,0
wlgkcjf,0
wlqek,0
gus,0
ghkaus,0
rns,0
eovywjr,0
aksdlf,0
tkghlwjr,0
todruskek,0
dldj,0
wnqn,0
wlsfl,0
xodid,0
xmffladjqtek,0
vmfh,0
vlek,0
rhdrmq,0
ehfh,0
ehdfy,0
wkfaht,0
wlek,0
codnek,0
rbsgud,0
rlqhswjr,0
qnwhr,0
tkantlf,0
dldnjf,0
dlfdydlf,0
wjqrms,0
wlzuqhek,0
rotjd,0
ekfflek,0
ejgkek,0
Emlek,0
ansjwlek,0
qhxhd,0
Tmek,0
dlfjek,0
dlfdjtjek,0
whl,0
cka,0
chdwkd,0
gortla,0
gnqks,0
ekstnsgl,0
ekffurkek,0
qkdans,0
qnfaks,0
qnfvusgkek,0
tlfwp,0
whd,0
vl,0
rkd,0
rhksror,0
ehdwkr,0
Emtgkek,0
akr,0
alfflalxj,0
qlTkek,0
tntwk,0
duf,0
dhlsWhr,0
wndtp,0
xortl,0
xhdgkq,0
rPtks,0
Rhfl,0
shffkqek,0
didtlr,0
dPwjs,0
wj,0
wjsrl,0
wntlr,0
xmfflek,0
Rmsgdladjqtdl,0
ahepf,0
qntek,0
tkdtlr,0
tkdvy,0
tldnjsgkek,0
dkslgkek,0
djel,0
dmltlrgkek,0
rhah,0
rndrmagkek,0
enffjTkek,0
Ekr,0
Enlek,0
alswnghk,0
qheh,0
tkfvlek,0
dksgek,0
dirgkek,0
wkfahtgkek,0
wkqwl,0
rjqngkek,0
rhdandnjs,0
rmaksenek,0
eor,0
qksrkqek,0
qnwhr,0
tlftl,0
dnsaud,0
wowjd,0
ckfkfl,0
gkrwk,0
eksudhek,0
ekfek,0
eorbah,0
ehd,0
alsrks,0
qjqdnjs,0
qleldh,0
tktlftkd,0
dkRlek,0
dlWhr,0
wleo,0
vkseksgkek,0
godqhrgkek,0
rnqek,0
rlfma,0
tlfcjsgkek,0
Thedkwlek,0
dustmq,0
dhfmsWhr,0
dyddj,0
dlrglek,0
wleh,0
wldnl,0
vndqngkek,0
ghkwkdtlf,0
rldjrgkek,0
tlrfid,0
tlfgja,0
dydrl,0
xhfhs,0
gor,0
rhrmq,0
rhtod,0
alclek,0
qkfqek,0
tkdekdgkek,0
tjRek,0
tntjr,0
djqtdoek,0
dlfnjwlek,0
wjrwjfgkek,0
wjdtkd,0
wptk,0
wnakf,0
wlgP,0
ckato,0
ghkwkdvna,0
rnfrek,0
RoRmtdl,0
skfrek,0
sosus,0
shdtksanf,0
snsdkv,0
eogkrtod,0
qkdansgkek,0
qnfrek,0
tkrh,0
tnstj,0
dkanfoeh,0
dusrnth,0
dhf,0
dnleogkek,0
dltk,0
wlqogkek,0
xma,0
rkfud,0
rjeogkek,0
ekeek,0
emanfek,0
emffmek,0
aoekfflek,0
toddlf,0
tja,0
dlgk,0
ckatjrgkek,0
xheo,0
goruf,0
godqhr,0
rjfdjrkek,0
rmsfhwk,0
rmfTp,0
ahrtna,0
qorghkwja,0
qusghkgkek,0
qud,0
Qkwuskrkek,0
dkssudgkek,0
dufhs,0
dmlqhr,0
cpwh,0
cnfqkfgkek,0
gustlfwjr,0
ghkwp,0
rufwjdehlek,0
rhdiddl,0
rhdrur,0
anfrk,0
